popularity,acousticness,danceability,energy,liveness,loudness,speechiness,tempo,valence,year,duration_min
72,0.435,0.54,0.982,0.0457,-2.962,0.0458,126.294,0.91,1987,4.42955
75,0.143,0.677,0.724,0.158,-8.992,0.0245,90.392,0.697,1987,3.544
61,0.0785,0.612,0.696,0.14,-11.34,0.0353,159.829,0.849,1987,5.8477
81,0.0299,0.643,0.802,0.0719,-4.92,0.0227,95.99,0.53,1987,4.50555
67,0.0518,0.665,0.686,0.174,-5.849,0.0268,96.848,0.275,1987,3.0949
81,0.000202,0.54,0.429,0.141,-11.822,0.0285,110.171,0.113,1987,4.92525
70,0.00761,0.596,0.896,0.372,-4.635,0.0383,115.093,0.457,1987,4.699333333
77,0.0102,0.626,0.488,0.141,-7.805,0.0253,104.13,0.404,1987,3.110433333
67,0.0117,0.292,0.823,0.155,-6.763,0.0407,89.939,0.244,1987,4.589916667
61,0.0555,0.263,0.759,0.231,-7.288,0.0431,179.904,0.429,1987,4.7416
85,0.0195,0.453,0.987,0.268,-4.485,0.0889,123.544,0.316,1987,4.558
70,0.0713,0.801,0.723,0.0675,-4.985,0.0689,109.03,0.883,1987,3.008616667
75,0.456,0.759,0.85,0.488,-7.156,0.0418,149.211,0.963,1987,3.910883333
75,0.686,0.457,0.297,0.109,-12.511,0.0306,120.021,0.333,1987,5.914666667
68,0.00211,0.267,0.953,0.283,-4.899,0.096,84.989,0.568,1987,4.4551
64,0.0509,0.744,0.945,0.0435,-3.266,0.0286,113.882,0.961,1987,4.7851
66,0.583,0.579,0.954,0.139,-3.947,0.0558,93.448,0.583,1987,4.428216667
77,0.638,0.418,0.452,0.0959,-13.099,0.0356,175.088,0.168,1987,3.64555
83,0.258,0.73,0.487,0.0852,-10.991,0.0303,114.965,0.731,1987,3.77755
71,0.0258,0.381,0.894,0.0251,-8.638,0.037,205.528,0.797,1987,4.11555
61,0.0259,0.543,0.667,0.299,-9.546,0.0716,169.633,0.559,1987,4.3071
88,0.0901,0.446,0.952,0.112,-5.321,0.0523,125.303,0.624,1987,5.934433333
74,0.00198,0.762,0.651,0.111,-13.34,0.0655,130.395,0.941,1987,7.486
75,0.0302,0.599,0.931,0.392,-4.653,0.0735,140.123,0.536,1987,4.5071
72,0.00976,0.49,0.724,0.159,-9.581,0.0366,125.812,0.292,1987,5.625083333
64,0.111,0.656,0.326,0.25,-15.756,0.0283,78.298,0.787,1987,3.142216667
69,0.0259,0.707,0.625,0.104,-9.529,0.0303,119.049,0.634,1987,3.706666667
65,0.0417,0.785,0.479,0.334,-10.247,0.362,87.691,0.727,1987,5.664883333
81,0.115,0.721,0.939,0.108,-11.823,0.0376,113.309,0.914,1987,3.55955
74,0.247,0.853,0.981,0.306,-3.947,0.0751,118.193,0.595,1987,4.296
76,0.216,0.64,0.649,0.0551,-10.345,0.0264,124.825,0.865,1987,3.684216667
64,0.279,0.581,0.886,0.691,-6.505,0.0324,106.067,0.586,1987,4.84155
72,0.0271,0.43,0.971,0.185,-3.845,0.0524,151.219,0.764,1987,3.533333333
82,0.148,0.78,0.877,0.0627,-3.683,0.0427,133.263,0.909,1987,3.19955
72,0.025,0.752,0.723,0.0212,-12.126,0.0507,130.519,0.94,1987,3.814
84,0.207,0.709,0.824,0.0888,-8.824,0.0453,118.818,0.867,1987,4.854883333
68,0.0911,0.66,0.654,0.11,-13.417,0.0274,133.55,0.886,1987,3.4531
83,0.0192,0.268,0.98,0.182,-5.958,0.103,100.315,0.395,1987,6.76
64,0.241,0.764,0.336,0.118,-16.024,0.0302,130.565,0.697,1987,3.347333333
56,0.257,0.616,0.686,0.19,-7.365,0.0285,90.805,0.819,1987,3.0011
55,0.286,0.521,0.878,0.136,-8.597,0.0542,159.625,0.841,1987,5.2979
73,0.0738,0.686,0.868,0.287,-3.889,0.0504,125.768,0.557,1987,3.940216667
59,0.0325,0.494,0.511,0.641,-12.054,0.0825,168.255,0.506,1987,4.94
63,0.382,0.474,0.351,0.0802,-8.296,0.0286,140.804,0.235,1987,4.160433333
71,0.463,0.485,0.528,0.0755,-12.048,0.0331,149.119,0.383,1987,3.350666667
65,0.304,0.239,0.819,0.0855,-3.583,0.0393,171.449,0.439,1987,5.148433333
61,0.0899,0.499,0.536,0.0384,-10.578,0.133,195.444,0.853,1987,3.663766667
60,0.182,0.615,0.347,0.125,-9.596,0.0259,78.994,0.273,1987,3.658433333
68,0.0437,0.524,0.641,0.159,-8.967,0.0497,141.65,0.482,1987,3.075716667
73,0.552,0.528,0.302,0.269,-9.577,0.0674,140.963,0.616,1987,3.222216667
65,0.08,0.799,0.887,0.0975,-5.775,0.0411,108.919,0.9,1987,4.06
67,0.635,0.462,0.385,0.0682,-12.173,0.0291,61.876,0.244,1987,4.626666667
70,0.0404,0.697,0.669,0.0654,-12.723,0.0406,108.506,0.486,1987,4.838883333
71,0.0762,0.401,0.937,0.269,-6.243,0.164,148.036,0.696,1987,5.708666667
66,0.0307,0.491,0.974,0.274,-6.695,0.0486,106.281,0.527,1987,3.809766667
69,0.000395,0.488,0.84,0.346,-4.626,0.0356,127.862,0.559,1987,3.296666667
65,0.0207,0.387,0.989,0.126,-6.182,0.163,150.763,0.216,1987,3.378216667
67,0.537,0.492,0.265,0.15,-12.254,0.0339,123.882,0.0922,1987,5.38555
77,0.176,0.527,0.859,0.157,-6.685,0.0687,74.214,0.443,1987,3.9271
64,0.806,0.653,0.239,0.132,-18.54,0.0453,80.392,0.765,1987,2.856216667
65,0.0291,0.709,0.699,0.0673,-11.905,0.0466,125.377,0.592,1987,3.728883333
63,0.00102,0.696,0.628,0.272,-8.407,0.0274,100.038,0.701,1987,3.692216667
65,0.00462,0.787,0.889,0.0665,-3.786,0.0397,114.091,0.394,1987,4.122666667
59,0.217,0.764,0.333,0.11,-15.921,0.0308,130.541,0.738,1987,3.3471
68,0.13,0.394,0.995,0.263,-4.946,0.105,148.196,0.199,1987,4.470216667
59,0.000798,0.65,0.921,0.134,-6.014,0.0359,119.8,0.648,1987,5.3811
70,0.0519,0.702,0.933,0.155,-11.876,0.0492,115.114,0.896,1987,3.42555
58,0.03,0.538,0.814,0.114,-7.06,0.0526,141.256,0.58,1987,3.135766667
74,0.00787,0.753,0.427,0.058,-11.112,0.0387,119.18,0.295,1987,4.261333333
66,0.88,0.512,0.255,0.146,-15.867,0.0291,115.144,0.215,1987,4.226
63,0.52,0.808,0.812,0.134,-5.012,0.0381,100.331,0.269,1987,5.311333333
66,0.252,0.442,0.56,0.151,-13.681,0.0361,166.585,0.475,1987,4.868
60,0.031,0.64,0.81,0.0492,-10.19,0.033,122.868,0.804,1987,4.12155
57,0.00448,0.552,0.934,0.258,-4.039,0.0299,130.001,0.863,1987,4.864433333
60,0.128,0.658,0.744,0.308,-10.057,0.0365,99.613,0.9,1987,4.785333333
59,0.0684,0.647,0.6,0.0738,-13.625,0.0261,139.274,0.961,1987,3.39
67,0.0544,0.877,0.854,0.144,-4.523,0.147,114.472,0.54,1987,4.968666667
66,0.0285,0.618,0.77,0.0862,-8.425,0.0404,130.121,0.866,1987,3.794216667
60,0.128,0.625,0.648,0.293,-8.147,0.0307,124.123,0.56,1987,2.784433333
58,0.0468,0.408,0.513,0.112,-12.146,0.0762,81.925,0.426,1987,4.188883333
64,0.126,0.68,0.626,0.0995,-8.519,0.0255,104.333,0.96,1987,2.046
58,0.736,0.446,0.41,0.122,-11.431,0.0289,156.274,0.318,1987,4.083333333
65,0.163,0.689,0.333,0.0853,-13.288,0.0262,101.988,0.284,1987,5.6111
55,0.134,0.793,0.643,0.0361,-7.345,0.106,114.894,0.963,1987,7.570883333
67,0.0175,0.53,0.861,0.0857,-4.67,0.0372,130.476,0.844,1987,2.341766667
65,0.387,0.453,0.986,0.422,-5.768,0.119,166.594,0.455,1987,3.302433333
71,0.144,0.506,0.764,0.247,-12.239,0.046,156.336,0.868,1987,2.9031
58,0.0139,0.927,0.832,0.0394,-7.665,0.0604,115.384,0.958,1987,5.12955
64,0.194,0.466,0.506,0.338,-13.023,0.0284,77.422,0.696,1987,3.595766667
53,0.651,0.665,0.37,0.073,-16.651,0.035,122.997,0.519,1987,4.767766667
55,0.0176,0.608,0.834,0.12,-3.584,0.0239,105.782,0.615,1987,4.320433333
58,0.00122,0.607,0.905,0.0624,-4.748,0.0427,141.984,0.533,1987,3.853333333
57,0.762,0.609,0.368,0.335,-13.338,0.0294,90.373,0.618,1987,3.60955
64,0.414,0.54,0.49,0.142,-10.151,0.027,130.992,0.336,1987,5.084433333
64,0.0094,0.887,0.48,0.0662,-11.994,0.117,95.846,0.607,1987,3.22
52,0.0413,0.784,0.891,0.244,-12.602,0.0737,127.269,0.955,1987,5.03555
55,0.594,0.43,0.173,0.224,-18.597,0.0321,72.103,0.365,1987,3.25555
62,0.0309,0.457,0.93,0.135,-4.544,0.0673,139.819,0.294,1987,5.1551
56,0.146,0.565,0.867,0.345,-10.133,0.0344,118.818,0.884,1987,3.824
58,0.0288,0.773,0.735,0.19,-9.461,0.305,176.415,0.818,1987,6.306216667
56,0.162,0.854,0.706,0.0994,-9.5,0.335,104.214,0.747,1987,3.879333333
60,0.22,0.515,0.378,0.0404,-11.032,0.0277,92.228,0.436,1987,2.892666667
74,0.396,0.674,0.347,0.0916,-17.707,0.0364,102.013,0.647,1987,4.454433333
61,0.0266,0.608,0.73,0.0565,-8.698,0.0291,120.601,0.614,1987,3.640666667
59,0.0515,0.743,0.5,0.0373,-14.105,0.0513,112.989,0.903,1987,4.159333333
71,0.434,0.897,0.646,0.0912,-6.398,0.0302,113.774,0.454,1987,4.667333333
62,0.436,0.431,0.522,0.109,-8.625,0.0295,199.786,0.233,1987,3.96155
58,0.000249,0.521,0.916,0.948,-6.822,0.0467,81.998,0.398,1987,6.613716667
56,0.0627,0.207,0.967,0.504,-5.381,0.0982,202.423,0.598,1987,2.416216667
63,0.0303,0.446,0.978,0.0376,-5.275,0.0443,111.797,0.4,1987,6.2211
61,0.158,0.459,0.97,0.476,-6.16,0.0583,103.505,0.282,1987,3.66555
68,0.858,0.382,0.354,0.168,-6.595,0.0289,87.018,0.435,1987,2.371333333
54,0.0122,0.646,0.409,0.179,-14.908,0.051,119.723,0.63,1987,5.28555
57,0.00344,0.133,0.927,0.0915,-5.371,0.0741,197.708,0.5,1987,3.747766667
61,0.114,0.67,0.64,0.259,-9.024,0.0268,110.14,0.633,1987,3.050216667
59,0.067,0.59,0.743,0.0847,-7.078,0.0347,129.79,0.412,1987,5.782666667
69,0.256,0.586,0.331,0.18,-14.677,0.0295,124.915,0.223,1987,3.881766667
55,0.026,0.628,0.855,0.197,-4.245,0.0356,129.785,0.408,1987,3.28205
59,0.42,0.764,0.55,0.229,-14.016,0.0278,130.461,0.968,1987,3.241333333
69,0.159,0.709,0.839,0.301,-8.403,0.0367,113.186,0.864,1987,4.100216667
60,0.12,0.582,0.467,0.298,-12.597,0.0391,165.21,0.879,1987,4.51155
64,0.0194,0.701,0.479,0.103,-13.061,0.026,110.514,0.682,1987,4.140433333
61,0.0139,0.565,0.764,0.079,-9.43,0.0351,100.891,0.686,1987,4.624666667
53,0.672,0.441,0.262,0.133,-13.435,0.0301,138.327,0.317,1987,3.252216667
54,0.25,0.613,0.484,0.195,-9.162,0.0251,131.25,0.31,1987,4.782883333
54,0.00342,0.6,0.814,0.0605,-9.411,0.0415,120.037,0.873,1987,3.464433333
57,0.632,0.631,0.363,0.084,-14.331,0.0336,138.367,0.266,1987,3.652666667
53,0.0028,0.501,0.784,0.12,-5.254,0.0699,75.5,0.61,1987,5.24345
68,0.206,0.544,0.86,0.213,-6.151,0.0489,127.129,0.284,1987,4.98755
59,0.326,0.494,0.533,0.131,-9.06,0.029,93.257,0.313,1987,3.708433333
56,0.043,0.529,0.937,0.333,-7.832,0.046,138.292,0.611,1987,5.147766667
61,0.175,0.589,0.784,0.132,-13.037,0.0312,116.981,0.941,1987,5.917766667
58,0.365,0.448,0.402,0.076,-12.135,0.03,100.454,0.244,1987,5.694433333
63,0.409,0.591,0.87,0.718,-6.381,0.0652,121.682,0.747,1987,3.793333333
58,0.176,0.317,0.885,0.221,-4.768,0.144,111.366,0.704,1987,3.450666667
61,0.271,0.698,0.791,0.199,-10.012,0.0495,119.081,0.809,1987,4.6111
59,0.0624,0.505,0.548,0.0551,-11.205,0.313,171.675,0.919,1987,2.704433333
56,0.00228,0.878,0.851,0.0509,-8.971,0.232,99.014,0.404,1987,3.8111
50,0.0526,0.574,0.313,0.174,-14.227,0.0537,139.94,0.496,1987,4.846666667
63,0.482,0.315,0.311,0.44,-9.232,0.032,116.262,0.185,1987,6.52
57,0.00405,0.558,0.436,0.11,-13.496,0.0269,140.757,0.38,1987,4.393333333
67,0.0874,0.547,0.831,0.222,-11.298,0.0319,168.581,0.909,1987,4.023333333
56,0.656,0.353,0.207,0.0874,-14.718,0.0306,144.539,0.184,1987,5.267333333
66,0.189,0.63,0.697,0.116,-10.654,0.0311,124.956,0.796,1987,3.86555
53,0.000202,0.54,0.429,0.141,-11.822,0.0285,110.171,0.113,1987,4.92525
61,0.68,0.493,0.242,0.071,-13.593,0.0291,130.258,0.345,1987,4.31
50,0.977,0.163,0.0255,0.0912,-27.41,0.0445,66.269,0.144,1987,3.539333333
65,0.464,0.615,0.902,0.15,-7.232,0.0331,135.46,0.909,1987,3.2111
57,0.105,0.641,0.836,0.0714,-7.155,0.0284,113.758,0.659,1987,3.91155
52,0.0352,0.792,0.494,0.0513,-12.425,0.115,97.635,0.647,1987,3.9971
67,0.366,0.458,0.57,0.196,-9.902,0.0279,149.418,0.496,1987,3.521766667
59,0.0249,0.132,0.435,0.111,-9.381,0.0291,201.493,0.0679,1987,5.093333333
52,0.000548,0.441,0.966,0.415,-4.876,0.0503,103.327,0.586,1987,2.67755
65,0.2,0.6,0.514,0.107,-11.178,0.0249,98.957,0.603,1987,4.564433333
60,0.434,0.551,0.291,0.11,-12.544,0.0283,119.005,0.0823,1987,5.844433333
56,0.00674,0.532,0.699,0.0925,-9.496,0.0618,135.425,0.837,1987,3.624433333
62,0.134,0.706,0.871,0.158,-5.672,0.0329,118.082,0.928,1987,4.387333333
57,0.0318,0.659,0.846,0.203,-5.508,0.0274,107.01,0.659,1987,5.9106
60,0.0965,0.855,0.461,0.201,-13.096,0.0564,104.96,0.833,1987,3.507766667
57,0.0146,0.564,0.959,0.208,-13.125,0.0691,101.239,0.834,1987,2.28555
51,0.0524,0.442,0.935,0.188,-6.903,0.0424,151.448,0.514,1987,3.53355
60,0.0785,0.601,0.768,0.0771,-8.718,0.0329,130.342,0.887,1987,4.920833333
52,0.405,0.457,0.667,0.092,-8.723,0.0361,179.853,0.6,1987,4.272883333
53,0.0728,0.799,0.28,0.0842,-20.749,0.301,88.224,0.67,1987,5.378883333
58,0.0113,0.492,0.709,0.153,-9.66,0.0359,125.799,0.264,1987,5.610216667
58,0.102,0.621,0.495,0.125,-12.875,0.0266,87.156,0.533,1987,5.03555
49,0.108,0.822,0.583,0.0553,-11.12,0.0596,122.337,0.693,1987,3.767983333
53,0.234,0.419,0.36,0.207,-15.375,0.058,153.974,0.232,1987,3.182216667
58,0.0521,0.76,0.568,0.0666,-12.166,0.0578,144.678,0.962,1987,3.874
53,0.00282,0.823,0.745,0.323,-6.637,0.247,91.919,0.58,1987,3.747766667
70,0.187,0.625,0.476,0.088,-11.537,0.0268,113.531,0.135,1987,4.13955
54,0.000917,0.624,0.435,0.41,-15.44,0.245,179.267,0.735,1987,4.662216667
61,0.152,0.703,0.726,0.0319,-12.438,0.029,126.353,0.949,1987,4.247333333
57,0.586,0.651,0.483,0.113,-11.451,0.0381,80.873,0.508,1987,3.71
51,0.236,0.779,0.759,0.132,-12.799,0.0387,124.983,0.838,1987,3.916216667
52,0.158,0.558,0.415,0.112,-14.008,0.0405,140.723,0.134,1987,7.316666667
66,0.912,0.323,0.198,0.0889,-21.035,0.0354,82.373,0.289,1987,3.938433333
56,0.00288,0.525,0.891,0.0903,-4.832,0.0319,133.272,0.498,1987,3.13355
57,0.153,0.821,0.379,0.0839,-15.489,0.0334,109.123,0.914,1987,4.0671
51,0.0558,0.686,0.332,0.368,-16.984,0.0268,109.067,0.64,1987,3.371766667
57,0.00217,0.323,0.857,0.0567,-6.972,0.109,137.537,0.64,1987,4.3151
58,0.0048,0.569,0.856,0.0873,-6.668,0.0281,134.181,0.66,1987,3.592883333
55,0.19,0.356,0.696,0.104,-11.461,0.0366,134.66,0.562,1987,4.64
57,0.606,0.672,0.6,0.0537,-7.733,0.0435,178.034,0.961,1987,4.156216667
51,0.461,0.629,0.949,0.0522,-4.664,0.048,107.798,0.719,1987,3.23555
54,0.673,0.694,0.287,0.0757,-16.902,0.0396,79.111,0.824,1987,3.730433333
59,0.546,0.713,0.234,0.246,-17.876,0.911,97.483,0.388,1987,2.223333333
55,0.000904,0.515,0.656,0.135,-12.202,0.0296,127.707,0.769,1987,3.3
57,0.0071,0.497,0.704,0.783,-8.085,0.0324,125.919,0.607,1987,2.943266667
46,0.00524,0.794,0.431,0.0794,-10.182,0.0854,98.875,0.498,1987,4.941616667
56,0.0919,0.564,0.881,0.0549,-9.343,0.0305,102.059,0.857,1987,4.648433333
52,0.981,0.371,0.278,0.272,-8.596,0.0303,82.331,0.338,1987,3.128883333
53,0.0445,0.515,0.61,0.353,-7.751,0.0275,93.398,0.498,1987,3.591333333
48,0.46,0.717,0.435,0.289,-11.57,0.07,129.235,0.775,1987,6.581066667
48,0.0097,0.524,0.735,0.0615,-9.708,0.0387,119.907,0.866,1987,4.2971
49,0.0425,0.879,0.511,0.176,-11.36,0.124,113.763,0.839,1987,5.054433333
50,0.387,0.636,0.511,0.211,-14.016,0.0389,167.37,0.769,1987,2.572216667
49,0.218,0.625,0.48,0.151,-16.942,0.0336,89.038,0.826,1987,3.670666667
47,0.129,0.727,0.611,0.361,-11.008,0.0585,131.869,0.829,1987,3.354
49,0.611,0.623,0.409,0.2,-10.802,0.0357,74.75,0.613,1987,5.304216667
49,0.00242,0.443,0.924,0.323,-7.384,0.0476,165.64,0.793,1987,3.23955
53,0.0751,0.548,0.704,0.0463,-13.061,0.0402,169.119,0.682,1987,4.170666667
50,0.0618,0.426,0.651,0.279,-10.139,0.0347,142.004,0.414,1987,4.013333333
51,0.0357,0.619,0.82,0.269,-9.455,0.0352,125.069,0.614,1987,5.317333333
57,0.0257,0.395,0.988,0.353,-4.877,0.111,140.849,0.365,1987,4.392883333
54,0.0127,0.689,0.675,0.0987,-16.248,0.0434,128.1,0.937,1987,8.226666667
48,0.945,0.464,0.0059,0.139,-22.41,0.0608,95.178,0.297,1987,4.233766667
48,0.302,0.682,0.4,0.0805,-15.692,0.0282,92.101,0.835,1987,5.202666667
59,0.175,0.704,0.557,0.0631,-12.813,0.0316,113.194,0.777,1987,3.774216667
54,0.679,0.57,0.301,0.0473,-16.159,0.0341,121.694,0.808,1987,2.888883333
60,0.261,0.763,0.352,0.0791,-11.789,0.0555,83.993,0.732,1987,3.640433333
56,0.164,0.576,0.256,0.043,-11.785,0.0287,82.902,0.249,1987,4.518216667
50,0.835,0.659,0.221,0.139,-20.219,0.0494,117.945,0.56,1987,4.092883333
50,0.729,0.58,0.155,0.0859,-17.386,0.0278,89.339,0.479,1987,3.826666667
48,0.00328,0.614,0.752,0.379,-6.271,0.0652,95.018,0.444,1987,3.95155
52,0.125,0.612,0.796,0.0888,-10.871,0.0396,124.852,0.899,1987,3.89
56,0.622,0.439,0.295,0.0964,-11.026,0.0341,117.992,0.183,1987,2.502433333
57,0.194,0.744,0.815,0.303,-4.013,0.0446,131.39,0.347,1987,4.679333333
56,0.557,0.538,0.604,0.162,-10.936,0.0262,102.839,0.373,1987,3.719333333
47,0.828,0.368,0.274,0.178,-15.41,0.03,80.037,0.255,1987,2.959333333
54,0.677,0.377,0.488,0.0538,-14.652,0.0301,80.411,0.312,1987,5.636433333
61,0.0476,0.623,0.38,0.3,-15.221,0.0309,144.882,0.46,1987,4.503766667
54,0.293,0.916,0.519,0.379,-12.409,0.077,125.137,0.761,1987,2.816666667
54,0.273,0.544,0.752,0.0432,-7.575,0.0319,136.932,0.647,1987,2.844
54,0.099,0.734,0.575,0.0631,-10.654,0.0891,96.584,0.91,1987,3.52
49,0.0659,0.89,0.86,0.319,-8.755,0.231,104.054,0.763,1987,4.7411
59,0.329,0.693,0.735,0.0413,-4.692,0.0337,96.838,0.779,1987,4.840883333
48,0.534,0.586,0.374,0.113,-6.964,0.0266,103.55,0.242,1987,4.863333333
57,0.861,0.537,0.199,0.334,-18.726,0.0287,94.634,0.229,1987,4.289416667
57,0.195,0.72,0.72,0.0448,-7.383,0.0264,126.041,0.636,1987,4.260883333
57,0.339,0.883,0.631,0.942,-11.473,0.42,118.084,0.782,1987,4.1731
52,0.912,0.629,0.155,0.454,-15.917,0.0514,140.933,0.368,1987,3.269333333
53,0.000798,0.65,0.921,0.134,-6.014,0.0359,119.8,0.648,1987,5.3811
52,0.203,0.601,0.73,0.107,-11.103,0.0361,116.313,0.684,1987,4.106666667
57,0.238,0.667,0.362,0.0558,-15.884,0.0331,79.855,0.584,1987,4.248883333
57,0.29,0.6,0.881,0.222,-9.478,0.0337,124.977,0.936,1987,6.987333333
50,0.648,0.628,0.282,0.0974,-12.768,0.316,155.098,0.874,1987,3.034
45,0.637,0.529,0.736,0.253,-8.394,0.0307,105.188,0.572,1987,2.7511
55,0.000221,0.392,0.936,0.407,-6.532,0.0849,167.333,0.564,1987,4.439766667
52,0.195,0.593,0.887,0.332,-7.359,0.0318,118.402,0.669,1987,4.828883333
62,0.202,0.899,0.421,0.0864,-11.238,0.0511,109.148,0.852,1987,4.608883333
49,0.0246,0.551,0.867,0.201,-7.853,0.0458,117.52,0.36,1987,4.807766667
51,0.913,0.532,0.112,0.284,-18.836,0.0279,105.729,0.391,1987,3.55555
56,0.00277,0.567,0.863,0.346,-8.155,0.0328,130.004,0.492,1987,2.767333333
49,0.195,0.66,0.802,0.186,-7.889,0.043,118.9,0.646,1987,4.944666667
52,0.767,0.323,0.196,0.0948,-16.247,0.0327,174.656,0.354,1987,3.78355
53,0.0533,0.548,0.582,0.102,-10.194,0.0402,119.658,0.305,1987,5.046666667
47,0.693,0.604,0.271,0.096,-15.164,0.0312,133.047,0.307,1987,2.94155
45,0.982,0.161,0.0672,0.149,-23.436,0.0466,88.472,0.11,1987,3.0771
45,0.00808,0.888,0.711,0.0432,-11.477,0.0577,116.342,0.96,1987,4.061766667
46,0.209,0.887,0.562,0.189,-8.74,0.0328,119.766,0.634,1987,3.731766667
54,0.000869,0.379,0.941,0.0393,-10.443,0.038,105.155,0.527,1987,5.688883333
54,0.835,0.608,0.195,0.296,-15.95,0.0313,113.523,0.517,1987,1.99555
47,0.112,0.77,0.459,0.145,-17.453,0.0416,133.351,0.963,1987,3.944216667
59,0.667,0.657,0.467,0.0295,-8.925,0.0341,100.139,0.276,1987,4.196
52,0.000249,0.339,0.991,0.261,-5.028,0.145,106.767,0.185,1987,5.00155
51,0.00215,0.52,0.916,0.318,-5.772,0.0392,86.414,0.388,1987,5.7085
55,0.878,0.415,0.22,0.125,-17.47,0.0261,90.267,0.268,1987,3.293766667
58,0.562,0.718,0.323,0.0827,-15.533,0.0601,82.719,0.463,1987,2.714433333
47,0.0925,0.857,0.451,0.205,-12.831,0.0595,104.963,0.816,1987,3.507766667
55,0.0642,0.544,0.355,0.117,-17.764,0.0479,81.525,0.746,1987,4.922883333
48,0.493,0.877,0.489,0.0611,-15.244,0.0385,103.886,0.929,1987,3.213333333
46,0.00358,0.589,0.461,0.339,-14.827,0.048,169.911,0.415,1987,4.274883333
48,0.0122,0.427,0.831,0.158,-10.924,0.0407,156.993,0.726,1987,3.252216667
55,0.0137,0.402,0.994,0.399,-4.436,0.132,122.223,0.268,1987,3.28355
56,0.0425,0.237,0.992,0.0755,-5.215,0.129,170.627,0.256,1987,3.859333333
51,0.0767,0.813,0.664,0.0339,-10.185,0.342,118.458,0.852,1987,3.228433333
47,0.313,0.618,0.717,0.0555,-9.791,0.127,93.339,0.841,1987,4.492883333
54,0.534,0.241,0.468,0.161,-9.579,0.0272,91.581,0.451,1987,1.878433333
60,0.0608,0.688,0.909,0.1,-4.756,0.0354,109.673,0.641,1987,4.394666667
54,0.112,0.581,0.851,0.0375,-5.723,0.0336,135.155,0.703,1987,3.792216667
60,0.214,0.625,0.646,0.0525,-13.592,0.0389,103.893,0.826,1987,3.986216667
46,0.0236,0.779,0.756,0.0907,-9.47,0.0497,119.762,0.962,1987,5.126666667
46,0.028,0.541,0.571,0.091,-10.834,0.0316,127.506,0.854,1987,4.654
55,0.00509,0.812,0.6,0.0465,-13.418,0.0538,99.189,0.8,1987,9.288216667
54,0.484,0.575,0.295,0.0639,-12.584,0.0326,144.366,0.394,1987,3.37555
51,0.000348,0.237,0.942,0.316,-4.738,0.069,180.51,0.592,1987,2.30755
48,0.129,0.92,0.399,0.0721,-17.627,0.0608,110.824,0.966,1987,2.44555
46,0.00795,0.526,0.873,0.339,-5.28,0.0754,86.313,0.629,1987,6.306
48,0.346,0.554,0.612,0.0672,-7.119,0.0884,173.204,0.782,1987,3.638216667
46,0.0673,0.882,0.587,0.0527,-12.613,0.0396,112.032,0.866,1987,4.226666667
53,0.129,0.539,0.794,0.0231,-4.603,0.0243,92.116,0.428,1987,4.563333333
54,0.0546,0.527,0.381,0.0842,-17.408,0.0299,150.162,0.295,1987,4.363766667
49,0.144,0.642,0.798,0.0815,-11.138,0.0372,90.6,0.921,1987,3.996666667
63,0.0655,0.762,0.625,0.252,-10.481,0.0562,110.163,0.696,1988,4.859333333
70,0.0847,0.611,0.882,0.192,-11.225,0.0538,117.932,0.605,1988,4.113333333
64,0.0506,0.851,0.583,0.236,-11.022,0.286,95.048,0.956,1988,4.41835
62,0.125,0.904,0.577,0.115,-7.293,0.132,102.691,0.7,1988,4.034
63,0.691,0.666,0.296,0.0552,-15.412,0.0247,80.007,0.393,1988,3.728883333
65,0.247,0.709,0.571,0.114,-13.25,0.039,124.739,0.779,1988,3.75555
79,0.0367,0.54,0.367,0.0433,-14.238,0.0277,70.276,0.252,1988,3.954
69,0.139,0.823,0.338,0.5,-15.899,0.0413,120.473,0.785,1988,4.240883333
64,0.00721,0.797,0.656,0.0377,-11.601,0.0404,99.828,0.948,1988,3.954
72,0.218,0.69,0.54,0.115,-10.516,0.0317,114.846,0.764,1988,3.712216667
65,0.678,0.614,0.369,0.143,-15.182,0.0353,143.319,0.733,1988,4.961766667
65,0.267,0.769,0.826,0.0638,-8.252,0.0624,95.862,0.762,1988,4.1911
63,0.0768,0.827,0.728,0.237,-3.912,0.307,90.872,0.692,1988,4.324883333
62,0.703,0.605,0.228,0.0936,-16.116,0.0267,78.31,0.285,1988,4.210433333
68,0.124,0.63,0.688,0.158,-9.816,0.0266,124.825,0.893,1988,3.634
82,0.313,0.711,0.292,0.131,-15.523,0.037,103.951,0.194,1988,4.946666667
75,0.00726,0.365,0.763,0.0865,-9.45,0.0591,148.366,0.342,1988,3.414433333
69,0.00164,0.504,0.918,0.78,-3.463,0.0517,92.031,0.539,1988,4.913766667
67,0.0385,0.402,0.597,0.109,-9.258,0.0327,81.806,0.496,1988,4.783333333
63,0.00566,0.524,0.886,0.331,-9.154,0.0385,132.446,0.511,1988,3.928883333
77,0.0811,0.692,0.422,0.0848,-10.533,0.0333,74.375,0.468,1988,3.218666667
60,5.31E-05,0.435,0.853,0.13,-7.341,0.124,129.218,0.475,1988,6.702383333
73,0.163,0.578,0.836,0.0583,-6.607,0.0512,167.026,0.932,1988,3.492
66,0.00808,0.596,0.598,0.241,-13.409,0.0268,113.825,0.595,1988,3.556216667
59,0.797,0.685,0.307,0.0988,-17.283,0.0305,114.981,0.559,1988,4.438883333
